Date,Store_Number,Store_Name,Address,City,Zip_Code,County_Number,County,Category,Category_Name,Vendor_Number,Vendor_Name,Item_Number,Item_Description,Pack,Bottle_Volume_(ml),State_Bottle_Cost,State_Bottle_Retail,Bottles_Sold,Sale_(Dollars),Volume_Sold_(Liters),Volume_Sold_(Gallons)
10/09/2017,3525,Wines and Spirits,106 W 2nd St,Washington,52353,92.0,WASHINGTON,1011100.0,Blended Whiskies,297.0,Laird & Company,23824,Five Star,24,375,2.09,3.14,1,75.36,0.37,0.09
04/15/2015,3573,Quik Shop Foods / Four M In,405 S MADISON,OTTUMWA,52501,90.0,Wapello,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434.0,Luxco-St Louis,45277,Paramount White Rum,12,1000,4.34,6.51,12,78.12,12.0,3.17
11/14/2013,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,57.0,Linn,1081240.0,GREEN CREME DE MENTHE,434.0,Luxco-St Louis,79026,Arrow Creme De Menthe Green,12,750,4.5,6.75,3,20.25,2.25,0.59
12/19/2016,3805,Washington Street Mini Mart,1601 Washington St,Davenport,52084,82.0,Scott,1081200.0,Cream Liqueurs,305.0,Mhw LTD,73052,Rumchata,12,375,7.0,10.5,4,10.5,1.5,0.39
02/06/2014,4971,Fareway Stores #138 / Pleasant Hill,"5500, E UNIVERSITY AVE",PLEASANT HILL,50327,77.0,Polk,1031080.0,VODKA 80 PROOF,380.0,Phillips Beverage Company,37336,Uv Vodka,12,750,6.5,9.74,3,29.22,2.25,0.59
08/03/2015,4752,Gasland / Burlington,1003 SUMMER ST,BURLINGTON,52655,29.0,Des Moines,1052010.0,IMPORTED GRAPE BRANDIES,420.0,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,9.99,14.99,12,179.88,4.5,1.19
09/25/2013,4118,Lake View Redemption Center,502 5th Street,LAKE VIEW,51450,81.0,Sac,1081200.0,CREAM LIQUEURS,300.0,Mccormick Distilling Company,65199,Tequila Rose Liqueur,12,1000,12.0,17.99,12,215.88,12.0,3.17
09/04/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,77.0,Polk,1041100.0,AMERICAN DRY GINS,55.0,Sazerac North America,29287,Barton Gin,12,1000,3.92,5.88,60,352.8,60.0,15.85
05/03/2012,2838,CVS Pharmacy #8658 / Davenport,1655 W KIMBERLY RD,DAVENPORT,52806,82.0,Scott,1011100.0,BLENDED WHISKIES,65.0,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.01,16.52,6,99.12,10.5,2.77
10/25/2016,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt. Vernon Road S.E.,Cedar Rapids,52403,57.0,LINN,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,8.66,12.99,6,12.99,4.5,1.18
09/22/2014,5022,Kum & Go #97 / West Des Moines,196 S 50TH ST,WEST DES MOINES,50265,77.0,Polk,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,8.25,12.38,12,148.56,9.0,2.38
05/25/2017,2595,Hy-Vee Wine and Spirits / Denison,"1620  4th Ave, South",Denison,51442.0,24.0,CRAWFORD,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,1,67.26,1.75,0.46
06/07/2017,3722,Wal-Mart 1361 / Sioux City,3400 Singing Hills Blvd,Sioux City,51106.0,97.0,WOODBURY,1012100.0,Canadian Whiskies,115.0,CONSTELLATION BRANDS INC,11774,Black Velvet,24,375,3.07,4.61,1,110.64,0.37,0.09
04/06/2016,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,85.0,Story,1062300.0,FLAVORED RUM,370.0,Pernod Ricard USA/Austin Nichols,42703,Malibu Pineapple Rum,12,750,7.49,11.24,12,134.88,9.0,2.38
10/29/2015,4734,Walgreens #04973 / Urbandale,7000 DOUGLAS AVE,URBANDALE,50322,77.0,Polk,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
02/09/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,77.0,Polk,1081370.0,WATERMELON SCHNAPPS,65.0,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,7.35,11.02,24,264.48,24.0,6.34
02/15/2012,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,90.0,Wapello,1042100.0,IMPORTED DRY GINS,370.0,Pernod Ricard USA/Austin Nichols,28086,Beefeater Gin,12,750,10.39,15.59,3,46.77,2.25,0.59
09/18/2014,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,14.0,Carroll,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.21,6,67.26,3.0,0.79
09/28/2015,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,57.0,Linn,1012200.0,SCOTCH WHISKIES,260.0,Diageo Americas,5290,J & B Rare Scotch,12,750,12.25,18.38,3,55.14,2.25,0.59
12/16/2013,3976,North English Family Food,119 NORTH MAIN ST,NORTH ENGLISH,52316,48.0,Iowa,1081312.0,BUTTERSCOTCH SCHNAPPS,65.0,Jim Beam Brands,82786,Dekuyper Buttershots Schnapps,12,750,6.3,9.45,1,9.45,0.75,0.2
12/20/2016,5243,New Star / Lafayette / Waterloo,"1309, Lafayette St",Waterloo,50703.0,7.0,BLACK HAWK,1031000.0,American Vodka,297.0,Laird & Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,1,64.8,1.75,0.46
06/30/2015,3842,Bancroft Liquor Store,107 N PORTLAND ST PO BX 222,BANCROFT,50517,55.0,Kossuth,1022100.0,TEQUILA,395.0,Proximo,89197,Jose Cuervo Especial Reposado Tequila,12,1000,12.5,18.75,12,225.0,12.0,3.17
09/03/2013,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,29.0,Des Moines,1081600.0,WHISKEY LIQUEUR,85.0,Brown-Forman Corporation,86887,Southern Comfort,12,1000,12.47,18.71,12,224.52,12.0,3.17
06/08/2016,2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 First Avenue NE,Cedar Rapids,52402,57.0,Linn,1051100.0,APRICOT BRANDIES,434.0,Luxco-St Louis,54446,Paramount Apricot Flavored Brandy,12,750,5.48,8.22,3,24.66,2.25,0.59
08/05/2016,5187,Kwik Stop Liquor & Groceries Ames,125 6th ST,Ames,50010,85.0,Story,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,421.0,"Sazerac Co., Inc.",77772,Tijuana Sweet Heat Mini,10,600,6.0,9.0,10,90.0,6.0,1.59
07/15/2016,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona,50511,55.0,Kossuth,1081400.0,TRIPLE SEC,421.0,"Sazerac Co., Inc.",86637,Tortilla Triple Sec,12,1000,3.01,4.52,12,54.24,12.0,3.17
08/18/2015,4239,Fareway Stores #850 / Spirit Lake,1906 KEOKUK,SPIRIT LAKE,51360,30.0,Dickinson,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.92,8.88,3,26.64,2.25,0.59
05/16/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,52.0,Johnson,1032080.0,IMPORTED VODKA,35.0,"Bacardi U.S.A., Inc.",34421,Grey Goose Vodka Mini,10,600,20.0,30.0,1,30.0,0.6,0.16
08/09/2012,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,52.0,Johnson,1042100.0,IMPORTED DRY GINS,260.0,Diageo Americas,28867,Tanqueray Gin,12,1000,14.99,22.48,12,269.76,12.0,3.17
02/02/2016,5124,Price Chopper  /  Johnston,5440 NW  86TH ST,JOHNSTON,50131,77.0,Polk,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.7,14.93,18,268.74,31.5,8.32
11/13/2014,4014,Wal-Mart 1732 / Denison,510 C AVE,DENISON,51442,24.0,Crawford,1081010.0,AMERICAN AMARETTO,434.0,Luxco-St Louis,76486,Paramount Amaretto,12,750,3.38,5.07,12,60.84,9.0,2.38
01/10/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,52.0,Johnson,1031080.0,VODKA 80 PROOF,55.0,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,24,249.12,42.0,11.1
02/19/2013,2650,Hy-Vee Wine and Spirits / Harlan,1808 23RD ST,HARLAN,51537,83.0,Shelby,1081200.0,CREAM LIQUEURS,461.0,Campari(skyy),68126,Carolan's Irish Cream Liqueur,12,750,7.69,11.54,2,23.08,1.5,0.4
10/02/2013,3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,DAVENPORT,52807,82.0,Scott,1041100.0,AMERICAN DRY GINS,434.0,Luxco-St Louis,31658,Paramount Gin,6,1750,7.1,10.65,6,63.9,10.5,2.77
04/23/2013,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,31.0,Dubuque,1032080.0,IMPORTED VODKA,35.0,"Bacardi U.S.A., Inc.",34359,Grey Goose Vodka,12,200,4.86,7.29,12,87.48,2.4,0.63
09/29/2017,2626,Hy-Vee Drugstore / University / DSM,4100 University Ave,Des Moines,50311,77.0,POLK,1041100.0,American Dry Gins,370.0,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,500,3.3,4.95,4,4.95,2.0,0.52
05/30/2013,4097,Schleswig Foods And Spirits,108  2ND ST,SCHLESWIG,51461,24.0,Crawford,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36307,Hawkeye Vodka,12,1000,3.94,5.91,2,11.82,2.0,0.53
09/07/2017,5162,Urbandale Liquor,"6401, Douglas Ave",Urbandale,50322.0,77.0,POLK,1052100.0,Imported Brandies,420.0,MOET HENNESSY USA,48099,Hennessy VS,24,200,5.99,8.99,1,215.76,0.2,0.05
10/18/2017,3890,Smokin' Joe's #7 Tobacco and Liquor Outlet,904  1st Ave NW,Cedar Rapids,52405.0,57.0,LINN,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10803,Crown Royal Regal Apple Mini,10,300,7.35,11.03,1,11.03,0.3,0.07
12/05/2016,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601,29.0,DES MOINES,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,86888,Southern Comfort PET,6,1750,20.26,30.39,1,182.34,1.75,0.46
08/22/2016,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,57.0,Linn,1042100.0,IMPORTED DRY GINS,260.0,Diageo Americas,28868,Tanqueray Gin,6,1750,24.99,37.49,6,224.94,10.5,2.77
10/05/2016,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 Devils Glen Road,Bettendorf,52722,82.0,SCOTT,1081600.0,Whiskey Liqueur,285.0,Charles Jacquin Et Cie,77472,Sweet Revenge,6,750,10.98,16.47,2,16.47,1.5,0.39
03/13/2012,4306,Northside One Stop / Hampton,1208  4TH ST NE,HAMPTON,50441,35.0,Franklin,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35.0,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.43,14.14,3,42.42,3.0,0.79
02/16/2015,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,52.0,Johnson,1031080.0,VODKA 80 PROOF,205.0,E AND J GALLO WINERY,36969,New Amsterdam Vodka,12,750,6.9,10.35,12,124.2,9.0,2.38
07/16/2013,4236,Fareway Stores #551 / Eagle Grove,205 NW  1ST ST,EAGLE GROVE,50533,99.0,Wright,1011100.0,BLENDED WHISKIES,434.0,Luxco-St Louis,23278,Calvert Extra Bl Whiskey,6,1750,11.02,16.53,1,16.53,1.75,0.46
05/24/2017,3942,Twin Town Liquor,104 Highway 30 West,Toledo,52342.0,86.0,TAMA,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,86691,Jack Daniel's Tennessee Fire Mini,12,500,9.06,13.59,1,13.59,0.5,0.13
08/25/2016,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14th St,Des Moines,50315.0,77.0,Polk,1022100.0,TEQUILA,395.0,Proximo,89230,1800 Anejo Tequila,6,750,22.41,33.62,6,201.72,4.5,1.19
07/01/2016,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,57.0,Linn,1012200.0,SCOTCH WHISKIES,370.0,Pernod Ricard USA/Austin Nichols,4717,Chivas Regal 12 Yr,12,1000,24.99,37.49,1,37.49,1.0,0.26
02/24/2016,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,85.0,Story,1081370.0,WATERMELON SCHNAPPS,65.0,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,7.87,11.81,12,141.72,12.0,3.17
01/06/2016,4408,KUM & GO #2217 / BOONE,315 STORY ST,BOONE,50036,8.0,Boone,1081300.0,PEPPERMINT SCHNAPPS,434.0,Luxco-St Louis,81204,Paramount Peppermint Schnapps,24,375,2.28,3.42,6,20.52,2.25,0.59
09/18/2014,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,77.0,Polk,1041100.0,AMERICAN DRY GINS,205.0,E AND J GALLO WINERY,31473,New Amsterdam Gin,6,1750,13.32,19.98,6,119.88,10.5,2.77
03/05/2013,4380,Kum & Go #254 / West Branch,620 S DOWNEY ST,WEST BRANCH,52358,16.0,Cedar,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,12,94.08,9.0,2.38
03/11/2015,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,85.0,Story,1062300.0,FLAVORED RUM,35.0,"Bacardi U.S.A., Inc.",43051,Bacardi Dragon Berry,12,750,8.5,12.75,12,153.0,9.0,2.38
09/08/2015,4485,DYNO'S 51 / SANBORN,101 W 7TH ST,SANBORN,51248,71.0,O'Brien,1041100.0,AMERICAN DRY GINS,297.0,Laird And Company,29997,Five O'clock Gin,12,1000,4.33,6.5,2,13.0,2.0,0.53
12/26/2015,4742,No Frills Supermarkets #786 / Counci,"1817, W BROADWAY",COUNCIL BLUFFS,51501,78.0,Pottawattamie,1062300.0,FLAVORED RUM,260.0,Diageo Americas,43282,Captain Morgan Parrot Bay Pineapple,12,750,7.49,11.24,12,134.88,9.0,2.38
10/20/2014,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,77.0,Polk,1062300.0,FLAVORED RUM,35.0,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,7.75,12.0,12,144.0,9.0,2.38
06/13/2017,4509,A J'S LIQUOR II,2515 Chamberlain,Ames,50010,85.0,STORY,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58,3.0,0.79
03/31/2014,4742,No Frills Supermarkets #786 / Counci,"1817, W BROADWAY",COUNCIL BLUFFS,51501,78.0,Pottawattamie,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434.0,Luxco-St Louis,45276,Paramount White Rum,12,750,4.0,6.0,12,72.0,9.0,2.38
07/31/2013,4331,Moore's Foods,303 HIGHWAY 150 N,WEST UNION,52175,33.0,Fayette,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,12,94.08,9.0,2.38
05/03/2017,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,85.0,STORY,1041100.0,American Dry Gins,434.0,LUXCO INC,29728,Calvert Gin,6,1750,7.17,10.76,1,64.56,1.75,0.46
06/06/2013,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,52.0,Johnson,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,4.75,7.13,3,21.39,1.12,0.3
10/23/2017,5482,Iowa Mini Mart,234 W 3rd St,Davenport,52801,82.0,SCOTT,1031200.0,American Flavored Vodka,205.0,E & J Gallo Winery,39919,New Amsterdam Apple Vodka,6,1750,14.0,21.0,2,21.0,3.5,0.92
05/04/2017,2567,Hy-Vee Drugstore / Davenport,2200 West Kimberly,Davenport,52806,82.0,SCOTT,1091100.0,American Distilled Spirit Specialty,259.0,Heaven Hill Brands,73702,Evan Williams Honey,12,750,7.94,11.91,6,11.91,4.5,1.18
08/08/2012,4580,Smokin' Joe's #9 Tobacco and Liquor,304 W. MADISON,WASHINGTON,52353,92.0,Washington,1081390.0,IMPORTED SCHNAPPS,421.0,"Sazerac Co., Inc.",69639,Dr. McGillicuddy's Cherry Dispenser,1,3000,29.72,44.58,1,44.58,3.0,0.79
11/26/2012,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,77.0,Polk,1062300.0,FLAVORED RUM,370.0,Pernod Ricard USA/Austin Nichols,42676,Malibu Passion Fruit Rum,12,750,7.5,11.24,2,22.48,1.5,0.4
01/26/2017,4969,Lake Liquors Wine and Spirits,910 N 8th St W,Clear Lake,50428.0,17.0,Cerro Gord,1082000.0,Imported Cordials & Liqueurs,192.0,"Sidney Frank Importing Company, Inc.",65256,Jagermeister Liqueur,12,750,12.05,18.08,3,18.08,2.25,0.59
07/11/2012,3995,Barmuda Distribution,6027 University Ave STE 100,CEDAR FALLS,50613,7.0,Black Hawk,1081600.0,WHISKEY LIQUEUR,85.0,Brown-Forman Corporation,86887,Southern Comfort,12,1000,11.82,17.74,12,212.88,12.0,3.17
05/30/2017,2666,Hy-Vee #2 / Ankeny,2510 SW State St,Ankeny,50023.0,77.0,Polk,1031200.0,American Flavored Vodka,380.0,Phillips Beverage,39930,Prairie Organic Cucumber,6,1750,17.51,26.27,1,157.62,1.75,0.46
07/13/2016,4183,Fareway Stores #589 / Decorah,103 E Main,Decorah,52101,96.0,Winneshiek,1081315.0,CINNAMON SCHNAPPS,65.0,Jim Beam Brands,82610,Dekuyper Hot Damn!,12,1000,7.87,11.81,1,11.81,1.0,0.26
07/08/2014,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,64.0,Marshall,1031080.0,VODKA 80 PROOF,300.0,Mccormick Distilling Company,36901,McCormick Vodka Mini,6,500,4.67,7.0,2,14.0,1.0,0.26
04/09/2014,4466,THE PUMPER,515 W WATER ST,FAYETTE,52142,33.0,Fayette,1012100.0,CANADIAN WHISKIES,260.0,Diageo Americas,11298,Crown Royal Canadian Whisky,6,1750,31.5,47.24,6,283.44,10.5,2.77
04/20/2015,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,57.0,Linn,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37993,Smirnoff Vodka 80 Prf,48,200,2.75,4.13,6,24.78,1.2,0.32
05/17/2016,2629,Hy-Vee Food Store #2 / Council Bluff,1745 Madison Ave,Council Bluffs,51503,78.0,Pottawattamie,1081700.0,DISTILLED SPIRITS SPECIALTY,384.0,Piedmont Distillers,76042,Midnight Moon Blackberry,6,750,11.0,16.75,6,100.5,4.5,1.19
10/13/2016,4725,Casey's General Store #1548 / Ankeny,2905 W  1st St,Ankeny,50023.0,77.0,Polk,1032000.0,Imported Vodka,35.0,BACARDI USA INC,34433,Grey Goose Vodka,12,750,18.49,27.74,6,27.74,4.5,1.18
08/03/2016,4319,Fareway Stores #703 / Humbolt,710 First Ave N,Humboldt,50548,46.0,Humboldt,1062300.0,FLAVORED RUM,65.0,Jim Beam Brands,44419,Cruzan Black Cherry Rum,12,750,6.83,10.25,12,123.0,9.0,2.38
04/23/2014,2609,Hy-Vee Drugstore #2 / Ames,500 MAIN ST,AMES,50010,85.0,Story,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35.0,"Bacardi U.S.A., Inc.",43125,Bacardi Superior Rum Pet,12,750,7.54,11.31,4,45.24,3.0,0.79
09/10/2014,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,31.0,Dubuque,1062310.0,SPICED RUM,259.0,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,12,104.04,9.0,2.38
02/27/2014,4369,Kum & Go #28 / Norwalk,2992 SUNSET DR,NORWALK,50211,91.0,Warren,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.92,8.88,12,106.56,9.0,2.38
03/28/2017,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613.0,7.0,BLACK HAWK,1081200.0,Cream Liqueurs,300.0,McCormick Distilling Co.,65200,Tequila Rose Liqueur,12,750,9.49,14.24,3,14.24,2.25,0.59
07/05/2016,5104,Rustic Lure Wine and Spirits,"72, N Okoboji Grove Rd",Arnold's Park,51331,30.0,Dickinson,1012200.0,SCOTCH WHISKIES,260.0,Diageo Americas,5346,Johnnie Walker Red,12,750,14.49,21.74,3,65.22,2.25,0.59
02/13/2017,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,110 S Roosevelt Hwy 61,Burlington,52601.0,29.0,DES MOINES,1031000.0,American Vodka,434.0,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,1,66.96,0.37,0.09
02/16/2016,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,32.0,Emmet,1011100.0,BLENDED WHISKIES,260.0,Diageo Americas,27751,Seagrams Seven Crown Orchard Apple,12,750,7.0,10.5,2,21.0,1.5,0.4
02/13/2017,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205.0,53.0,JONES,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,86888,Southern Comfort PET,6,1750,20.26,30.39,2,30.39,3.5,0.92
12/20/2013,4870,Tobacco 4 Less / Bettendorf,1032 STATE ST,BETTENDORF,52722,82.0,Scott,1011100.0,BLENDED WHISKIES,65.0,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.02,16.53,6,99.18,10.5,2.77
01/16/2012,4007,Brockmans,109 E MAIN ST,OSSIAN,52161,96.0,Winneshiek,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35917,Five O'clock Vodka,12,1000,4.01,6.01,12,72.12,12.0,3.17
06/11/2015,4926,GS Super Stop,4923 MERLE HAY RD,DES MOINES,50322,77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35.0,"Bacardi U.S.A., Inc.",43031,Bacardi Gold Rum Mini,12,500,5.54,8.31,1,8.31,0.5,0.13
03/14/2017,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,57.0,LINN,1011200.0,Straight Bourbon Whiskies,461.0,Skyy Spirits Inc,77776,Wild Turkey American Honey,12,750,10.5,15.75,3,15.75,2.25,0.59
05/04/2017,2517,Hy-Vee Food Store #1 / Newton,1501 First Avenue East,Newton,50208.0,50.0,JASPER,1051100.0,American Brandies,205.0,E & J Gallo Winery,52598,E & J Vs,6,1750,12.49,18.74,1,112.44,1.75,0.46
02/25/2015,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,97.0,Woodbury,1011100.0,BLENDED WHISKIES,260.0,Diageo Americas,25601,Seagrams 7 Crown Bl Whiskey Mini,12,500,6.17,9.26,12,111.12,6.0,1.59
08/15/2016,5148,Main St Market  /  Holy Cross,"882, Main St",Holy Cross,52053,31.0,Dubuque,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,20248,Old Crow,6,1750,10.49,15.74,6,94.44,10.5,2.77
04/07/2015,3816,Swils,200 E OAK ST,RED OAK,51566,69.0,Montgomery,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
08/01/2017,5174,Jim's Food   /  Sullivan Ave,"437, Sullivan Ave",Waterloo,50701.0,7.0,BLACK HAWK,1051100.0,American Brandies,115.0,CONSTELLATION BRANDS INC,56791,Paul Masson Apple Grande Amber Brandy,24,200,1.96,2.94,6,2.94,1.2,0.31
02/24/2016,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,85.0,Story,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,3,56.67,3.0,0.79
01/13/2016,2523,Hy-Vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,4.0,Appanoose,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,65.0,Jim Beam Brands,44486,Cruzan Dark Rum,12,750,6.83,10.25,2,20.5,1.5,0.4
08/31/2017,5116,New Star Mart  /  Newton,"702, 1st Ave E",Newton,50702,94.0,Webster,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26824,Jack Daniels Old #7 Black Lbl Square,24,375,7.5,11.25,1,270.0,0.37,0.09
10/14/2015,2609,Hy-Vee Drugstore #2 / Ames,500 MAIN ST,AMES,50010,85.0,Story,1011200.0,STRAIGHT BOURBON WHISKIES,421.0,"Sazerac Co., Inc.",18006,Buffalo Trace Bourbon,12,750,12.48,18.72,4,74.88,3.0,0.79
05/21/2015,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,77.0,Polk,1022100.0,TEQUILA,410.0,The Patron Spirits Company,88294,Patron Silver Tequila,12,375,14.0,21.0,4,84.0,1.5,0.4
06/20/2012,3789,Wal-Mart 1393 / Oskaloosa,2203 A AVENUE WEST,OSKALOOSA,52577,62.0,Mahaska,1032080.0,IMPORTED VODKA,370.0,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,10.89,16.33,12,195.96,9.0,2.38
06/11/2015,2595,Hy-Vee Wine and Spirits / Denison,"1620  4TH AVE, SOUTH",DENISON,51442,24.0,Crawford,1042100.0,IMPORTED DRY GINS,35.0,"Bacardi U.S.A., Inc.",28238,Bombay Sapphire Gin,6,1750,26.5,39.75,1,39.75,1.75,0.46
09/24/2014,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,52.0,Johnson,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,389.0,REMY COINTREAU USA         .,65896,Metaxa Ouzo,12,750,10.5,15.75,3,47.25,2.25,0.59
12/17/2012,4008,Sioux Valley Spirits,116 E MAIN ST,ANTHON,51004,97.0,Woodbury,1012100.0,CANADIAN WHISKIES,65.0,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.56,12,174.72,12.0,3.17
05/24/2017,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,74.0,PALO ALTO,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26827,Jack Daniels Old #7 Black Lbl,12,1000,18.89,28.34,6,28.34,6.0,1.58
